semantic_loss,detail_loss,matte_loss
0.258812814950943,2.2946910858154297,1.643634557723999
0.1699407398700714,3.458327054977417,1.7473422288894653
0.1477692723274231,1.701826572418213,1.1840262413024902
0.11800657212734222,1.7942677736282349,1.2699806690216064
0.1098567545413971,0.6955986618995667,1.030298113822937
0.09512955695390701,0.9640792012214661,1.1405220031738281
0.09112264215946198,0.8996638059616089,1.0735632181167603
0.11412998288869858,1.149985671043396,1.5082589387893677
0.051028646528720856,0.336882621049881,0.8098387718200684
0.09321264922618866,0.6776573657989502,1.1651591062545776
0.07238100469112396,0.5316823720932007,0.9490033984184265
0.08879624307155609,0.5144429802894592,0.9848947525024414
0.07161613553762436,0.4145771861076355,0.9292511343955994
0.08613318204879761,0.3039841055870056,0.9629106521606445
0.059473566710948944,0.19873476028442383,0.7975490689277649
0.06487736105918884,0.16573315858840942,0.7314772605895996
0.053546980023384094,0.29068320989608765,0.6891174912452698
0.06796211004257202,0.18625155091285706,0.7189545631408691
0.09201939404010773,0.3860471248626709,0.818691611289978
0.07582750916481018,0.20473501086235046,0.8186964988708496
0.08399097621440887,0.2497301995754242,0.6517491340637207
0.04855092242360115,0.22434227168560028,0.6110920906066895
0.0867510512471199,0.15972301363945007,0.6898683309555054
0.031320877373218536,0.19733108580112457,0.5096882581710815
0.053394146263599396,0.1631544679403305,0.594703197479248
0.043498411774635315,0.17201676964759827,0.5962285399436951
0.06424148380756378,0.23434342443943024,0.5670781135559082
0.04386149346828461,0.16051748394966125,0.6220419406890869
0.07265116274356842,0.26312264800071716,0.6056424379348755
0.04175868630409241,0.20985060930252075,0.5583400726318359
0.045545294880867004,0.19483231008052826,0.5716527700424194
0.034719351679086685,0.12236654758453369,0.4846249222755432
0.0340772308409214,0.1990649700164795,0.5183035135269165
0.04238935559988022,0.128660187125206,0.49067097902297974
0.03316136449575424,0.23723578453063965,0.49220484495162964
0.052096955478191376,0.23074306547641754,0.5118198394775391
0.029592905193567276,0.250676691532135,0.49201637506484985
0.023199353367090225,0.0872865691781044,0.37280943989753723
0.03310466557741165,0.13769687712192535,0.4279734492301941
0.03311346471309662,0.22848950326442719,0.4618663191795349
0.07112027704715729,0.18410098552703857,0.5953521132469177
0.039609313011169434,0.20520584285259247,0.464678555727005
0.05573699623346329,0.22609350085258484,0.5281058549880981
0.044301837682724,0.04213862866163254,0.42171207070350647
0.04407087713479996,0.29237937927246094,0.48047763109207153
0.06179702281951904,0.18659980595111847,0.46954596042633057
0.04426801949739456,0.1663224995136261,0.39404213428497314
0.024955281987786293,0.18709304928779602,0.3651130497455597
0.020060129463672638,0.10893142968416214,0.33935433626174927
0.06053933501243591,0.2630883753299713,0.4821431636810303
0.043518923223018646,0.1348123550415039,0.4393641948699951
0.032847896218299866,0.11493124067783356,0.3185291290283203
0.044226933270692825,0.159033864736557,0.3581281304359436
0.04241803288459778,0.13729512691497803,0.3797135651111603
0.02882804535329342,0.19596494734287262,0.41470521688461304
0.027516618371009827,0.259273886680603,0.3895412087440491
0.022394653409719467,0.19317539036273956,0.32477089762687683
0.03155283257365227,0.2055017352104187,0.3387480080127716
0.041962988674640656,0.27303603291511536,0.4218664765357971
0.03402156010270119,0.19607308506965637,0.3346528112888336
0.036712221801280975,0.15485675632953644,0.35585272312164307
0.057765208184719086,0.12335428595542908,0.4067975580692291
0.027453336864709854,0.14176973700523376,0.30239009857177734
0.0519983135163784,0.20022094249725342,0.41429460048675537
0.03857012093067169,0.17961162328720093,0.35867035388946533
0.042683932930231094,0.19094495475292206,0.3871390223503113
0.08256515860557556,0.144736647605896,0.5755832195281982
0.011560797691345215,0.1571398675441742,0.25053131580352783
0.06986013054847717,0.2655313313007355,0.7207180857658386
0.04209569841623306,0.14713333547115326,0.34737110137939453
0.034892842173576355,0.19017481803894043,0.3805134892463684
0.018065324053168297,0.18830198049545288,0.2857513427734375
0.0489298552274704,0.2127297967672348,0.4372462034225464
0.04423520714044571,0.20535686612129211,0.3829496502876282
0.0291577335447073,0.2273702621459961,0.2757745385169983
0.05881858617067337,0.13818833231925964,0.37528443336486816
0.037695273756980896,0.16037988662719727,0.2945511043071747
0.03897585719823837,0.20080077648162842,0.335816353559494
0.03592897206544876,0.21992498636245728,0.285137802362442
0.06350073218345642,0.15333271026611328,0.3731176555156708
0.041730478405952454,0.1350434422492981,0.323406457901001
0.09219297021627426,0.17699815332889557,0.6156466007232666
0.028913039714097977,0.17456236481666565,0.2570890486240387
0.05358530208468437,0.07862479239702225,0.30937814712524414
0.07849613577127457,0.21201418340206146,0.4919689893722534
0.040454525500535965,0.06388625502586365,0.29860544204711914
0.03240454941987991,0.28655779361724854,0.33414581418037415
0.03698374330997467,0.2340373992919922,0.3134344220161438
0.04540267214179039,0.18773145973682404,0.3553927540779114
0.04610475152730942,0.2507094144821167,0.37133312225341797
0.038754068315029144,0.24168100953102112,0.33179232478141785
0.028667934238910675,0.20064598321914673,0.2852690815925598
0.046299099922180176,0.1406935751438141,0.28773635625839233
0.02778787538409233,0.21558217704296112,0.3093964159488678
0.019717130810022354,0.211439311504364,0.2223009169101715
0.04705984145402908,0.15077082812786102,0.39909738302230835
0.03137016296386719,0.19822123646736145,0.2864850163459778
0.06083722785115242,0.2036542445421219,0.38969939947128296
0.020206455141305923,0.17818498611450195,0.2412695586681366
0.0232323557138443,0.27013444900512695,0.2629877030849457
0.029040062800049782,0.27550098299980164,0.2946721017360687
0.0284854955971241,0.260599285364151,0.3108029365539551
0.024744927883148193,0.20398594439029694,0.27766409516334534
0.03682195395231247,0.18586978316307068,0.3340807557106018
0.034323159605264664,0.1841023713350296,0.30404776334762573
0.03262357413768768,0.20754274725914001,0.30200904607772827
0.02478448674082756,0.14343763887882233,0.2552887201309204
0.017878571525216103,0.13786163926124573,0.239598348736763
0.022784549742937088,0.2056281417608261,0.21123738586902618
0.028292998671531677,0.14521659910678864,0.276760458946228
0.03707458823919296,0.11476652324199677,0.26478275656700134
0.014315254986286163,0.09332969784736633,0.19549322128295898
0.035391345620155334,0.3685545325279236,0.39848220348358154
0.03421875089406967,0.168259859085083,0.3364279568195343
0.06299374252557755,0.1137184426188469,0.4744831323623657
0.06675086170434952,0.16436198353767395,0.46791473031044006
0.028354087844491005,0.1721792221069336,0.21635524928569794
0.04508198797702789,0.1170431524515152,0.3499690294265747
0.016634315252304077,0.05322612449526787,0.19918765127658844
0.02509956993162632,0.24682112038135529,0.26743561029434204
0.017277270555496216,0.11829529702663422,0.16978873312473297
0.03222920000553131,0.20591440796852112,0.2925260663032532
0.01563975214958191,0.22990821301937103,0.21277901530265808
0.0323738195002079,0.21175996959209442,0.23429344594478607
0.013824187219142914,0.31095924973487854,0.2060430645942688
0.05964963883161545,0.18331117928028107,0.33302509784698486
0.03415295109152794,0.21097484230995178,0.2939921021461487
0.06495923548936844,0.2212480902671814,0.4968436360359192
0.03730875998735428,0.16221149265766144,0.2989974915981293
0.05964324250817299,0.13499857485294342,0.3371443748474121
0.026738392189145088,0.14441683888435364,0.2641957402229309
0.05210767686367035,0.21496759355068207,0.3576796352863312
0.05119127407670021,0.20466026663780212,0.40633419156074524
0.04003677889704704,0.18496918678283691,0.3025151789188385
0.06054895371198654,0.21767914295196533,0.503348708152771
0.04553746432065964,0.17101141810417175,0.3024516999721527
0.034444063901901245,0.17262357473373413,0.28639349341392517
0.021337956190109253,0.18613073229789734,0.19105395674705505
0.03350088745355606,0.13134326040744781,0.25570499897003174
0.03755158931016922,0.1665230095386505,0.26901793479919434
0.013064749538898468,0.2147054672241211,0.22133378684520721
0.0320044681429863,0.20930029451847076,0.2083246111869812
0.02567128837108612,0.2012304663658142,0.24531522393226624
0.034373823553323746,0.12142172455787659,0.25237661600112915
0.07565747946500778,0.277408629655838,0.49380314350128174
0.030229121446609497,0.21728527545928955,0.27954936027526855
0.04560849070549011,0.25042760372161865,0.31109097599983215
