epoch,test_mse,test_mad,val_mse,val_mad
-1,0.2530430960655212,0.47357983922958374,0.24679888248443604,0.4668880367279053
0,0.030734562024474145,0.03655794134736061,0.03837551802396774,0.04626291960477829
1,0.03505826362967491,0.04078453235328197,0.06219795823097229,0.07195777013897896
2,0.025980109434574843,0.03009001088887453,0.041739016473293304,0.048840905055403706
3,0.017594927735626698,0.02121456117928028,0.019990370869636537,0.025451079159975052
4,0.016058179836720227,0.019289116732776165,0.015311614982783795,0.020244391150772572
5,0.015743223439902067,0.018950463585555553,0.01748793788254261,0.022343479320406912
6,0.01563482803106308,0.01886723104119301,0.016198267154395582,0.021021685525774957
7,0.01436298556625843,0.01752732130140066,0.013806053958833218,0.018731916174292564
8,0.01618580185621977,0.01930225982517004,0.02209117393940687,0.02689898617565632
9,0.013970154635608197,0.016978577263653278,0.01515576772391796,0.019825700484216214
10,0.01373238867893815,0.016723169207572938,0.013527849838137627,0.018059873841702937
11,0.013667047457769513,0.016646915048360824,0.013019859362393617,0.01757333107292652
12,0.013665320333093405,0.016670960884541272,0.013059103414416313,0.01759129822254181
13,0.013683327618986368,0.01667092240601778,0.01279201490804553,0.017199412025511264
14,0.013583526657894253,0.016561030559241772,0.013018988445401192,0.017507794946432113
15,0.013635739011690021,0.016608206696808337,0.013517173770815134,0.017980135437101127
16,0.013532490462064744,0.016512735411524773,0.01234125031158328,0.016750071235001086
17,0.013812199395149946,0.016799773655831813,0.01316096993163228,0.017644813843071462
18,0.013525957360863686,0.01650551164522767,0.012471302207559347,0.01686663255095482
19,0.01359318926744163,0.016558702979236842,0.012882292475551367,0.01724382858723402
20,0.013586063321679831,0.016534586749970912,0.011704730819910764,0.016057722009718417
21,0.013523217666894197,0.016493453048169612,0.012097575385123491,0.016515063978731634
22,0.013602141002193093,0.016562447790056466,0.011942869573831559,0.016282867528498172
23,0.013646470703184605,0.016643532570451498,0.013104439657181501,0.017637560367584227
24,0.01354055255651474,0.016540315583348276,0.012701367884874344,0.017144529186189174
25,0.013544237781316042,0.016530437871813772,0.012572251129895448,0.016984130926430224
26,0.013579067688435316,0.016554989472031593,0.012643502410501242,0.01699707766994834
27,0.013693790912628174,0.016660991311073303,0.012692583128809928,0.017077527567744256
28,0.013436716429889202,0.016379564430564642,0.011852760277688503,0.01613803256303072
29,0.013430233547464013,0.016384501401335003,0.012026882003992797,0.01638830788433552
30,0.013401233801618218,0.01638719890639186,0.011934660654515029,0.016345765944570302
31,0.013703574571758508,0.016682324081659317,0.01326736994087696,0.017729907650500535
32,0.013558637522161007,0.016537082612514496,0.012284298464655875,0.016635092720389367
33,0.013604113902896642,0.016602434635162353,0.012883675042539835,0.01739541482180357
34,0.013598922865465284,0.01655509278178215,0.011750822197645902,0.01610127415508032
35,0.013541348138824105,0.016527149096131323,0.01226834224537015,0.01663458362221718
36,0.013672924932092429,0.016669568531215193,0.013239002767950297,0.017682378310710192
37,0.013526578133925795,0.016502690348774194,0.012028479706496,0.016414730884134768
38,0.01354475824162364,0.016492855452001094,0.012033236306160688,0.01637723349034786
39,0.013621669463813305,0.016594144869595765,0.013033644203096629,0.017463948205113412
