semantic_loss,detail_loss,matte_loss
1.218725562095642,1.9015281200408936,1.3111268281936646
0.4576502740383148,1.4419529438018799,1.2771470546722412
0.33396631479263306,0.9677934646606445,0.9703754186630249
0.29172053933143616,0.9137873649597168,0.9366379976272583
0.21496927738189697,0.6391594409942627,0.8523325324058533
0.29815492033958435,0.8018636703491211,0.8826935887336731
0.3347477614879608,0.8499934673309326,0.928098201751709
0.3888123631477356,0.7749876976013184,0.8552983403205872
0.21838966012001038,0.257569819688797,0.6837084293365479
0.14472432434558868,0.28003644943237305,0.6931227445602417
0.2672969698905945,0.3976592421531677,0.6797467470169067
0.29744523763656616,0.25030437111854553,0.6557028293609619
0.4002576470375061,0.25966501235961914,0.688866138458252
0.1916995346546173,0.2833479046821594,0.5756317377090454
0.4995647370815277,0.17597243189811707,0.6472722291946411
0.15834352374076843,0.22868356108665466,0.567625105381012
0.24517130851745605,0.22112062573432922,0.667705237865448
0.20959243178367615,0.2152240127325058,0.5847340226173401
0.21208283305168152,0.161770299077034,0.5596940517425537
0.11057841777801514,0.11858447641134262,0.488902747631073
0.18983876705169678,0.1372033804655075,0.5081664323806763
0.3361113369464874,0.174599289894104,0.6366820335388184
0.2605660557746887,0.22897747159004211,0.655413806438446
0.19675412774085999,0.167576402425766,0.5324097871780396
0.20957626402378082,0.15031291544437408,0.5071402788162231
0.17930516600608826,0.11567361652851105,0.4992111325263977
0.18136492371559143,0.05087686702609062,0.4508002698421478
0.195570707321167,0.09115982800722122,0.4367491602897644
0.21042458713054657,0.14832442998886108,0.46408650279045105
0.3579755127429962,0.12707611918449402,0.5873408317565918
0.15015454590320587,0.07322213053703308,0.4474741220474243
0.3594650328159332,0.14022386074066162,0.5562490820884705
0.1906391978263855,0.06718471646308899,0.47375258803367615
0.48766013979911804,0.18432587385177612,0.7776007652282715
0.27312058210372925,0.08602882921695709,0.4406282901763916
0.332846999168396,0.09756550937891006,0.5023031234741211
0.09759973734617233,0.11042124778032303,0.35829585790634155
0.2205340564250946,0.11980104446411133,0.516639232635498
0.2125292718410492,0.11568774282932281,0.4417937994003296
0.19380640983581543,0.14165568351745605,0.46984976530075073
0.4008740186691284,0.12896907329559326,0.5990408062934875
0.29602164030075073,0.2080511450767517,0.5298575162887573
0.17150618135929108,0.10851144045591354,0.41810283064842224
0.11376500874757767,0.14185461401939392,0.3956212103366852
0.35471564531326294,0.15950363874435425,0.5858458280563354
0.2835741341114044,0.1868963986635208,0.5540092587471008
0.34717804193496704,0.04297157749533653,0.4425792396068573
