epoch,test_mse,test_mad,val_mse,val_mad
-1,0.43518868112564085,0.5713452687263488,0.45854207515716555,0.5940876388549805
0,0.045002114325761795,0.052814904361963275,0.07820320665836335,0.09115402072668076
1,0.023127213142812252,0.027637381933629513,0.02553574003279209,0.032355429008603095
2,0.018937726128846408,0.02290457457304001,0.018160588704049588,0.02395078048110008
3,0.01926979189366102,0.023097186774015427,0.023661781996488572,0.02962688058614731
4,0.01957524863630533,0.02321190617978573,0.030126282051205634,0.0361198790371418
5,0.015653160713613033,0.0190577035471797,0.014301761463284492,0.01930398676544428
6,0.015420583873987198,0.018738177388906478,0.015281507335603238,0.020343104973435402
7,0.015373015709221362,0.018616252645850182,0.012826319225132466,0.017603166475892065
8,0.014938587717711926,0.018175315640866756,0.01274824183434248,0.01749922476708889
9,0.014242314856499433,0.017412751816213132,0.01175497218966484,0.01644292876124382
10,0.014135743867605924,0.017260330103337766,0.011037206426262856,0.01568493191152811
11,0.014042633339762687,0.017156259030103684,0.011467437837272882,0.016059403270483018
12,0.014153405286371708,0.017291828729212283,0.011267178803682327,0.015880144350230694
13,0.014006424782797695,0.01715796586871147,0.012208632212132215,0.016826799847185613
14,0.014019833393394947,0.017146658591926097,0.011090956777334213,0.015693209767341613
15,0.013982160862535238,0.01709407998621464,0.011254006251692771,0.015864624306559563
16,0.014031881798058749,0.017163692347705366,0.01105069063603878,0.015662719160318375
17,0.01403281681984663,0.017123655155301093,0.01087069159373641,0.015419624671339989
18,0.013878773614764214,0.016974051512777807,0.010422577429562808,0.01497732151299715
19,0.013897941678762436,0.017017154783010482,0.010857913382351399,0.015485085248947143
20,0.013910307120531797,0.01700238787382841,0.010596764981746673,0.0151040805503726
21,0.01399226750805974,0.01711736361682415,0.01105397891253233,0.015674445033073425
22,0.0140137495175004,0.01711240927129984,0.010520546250045299,0.015062625929713249
23,0.013909639436751603,0.017023899130523205,0.011177629139274359,0.01571705561131239
24,0.01397653528302908,0.017070575572550296,0.010465134494006633,0.014999364167451859
25,0.013991768322885036,0.017099623933434487,0.011096592582762242,0.015690300539135935
26,0.01401716012507677,0.017139905653893946,0.012281452380120754,0.01693522546440363
27,0.01400405078753829,0.017098663181066513,0.010598108805716037,0.015156562179327012
28,0.014053836848586798,0.017201149351894856,0.01132913988083601,0.0160328621044755
29,0.013908933889120817,0.017003344893455504,0.010599407739937306,0.015119673125445843
30,0.013976824905723334,0.017084473885595797,0.010500879306346179,0.015018610544502735
31,0.013945975240319968,0.01705460739135742,0.010501504614949227,0.015044275745749474
32,0.01403118460252881,0.01713368048518896,0.01134308073669672,0.015868849009275435
33,0.013882198207080363,0.016992537721991538,0.011141844391822815,0.01575338203459978
34,0.013859161671251058,0.016949646681547165,0.01084881765767932,0.015378457382321358
35,0.014110120877623557,0.017243487738072872,0.011117766480892896,0.015718174800276756
36,0.013978651907294989,0.017133914813399313,0.01112479330971837,0.01575588099658489
37,0.013972648128867149,0.01707704605162144,0.010380276292562485,0.014943584464490414
38,0.013970160499215126,0.017069053575396537,0.011105168610811234,0.015683275498449802
39,0.014090330800041557,0.017254245735704898,0.011650644205510617,0.016425017453730106
